"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","482","Удачный логин","Surefire suite","Mon Jun 16 16:52:31 GMT 2025","passed","Mon Jun 16 16:52:32 GMT 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkSuccessLogin"
"","567","checkSortHighToLow","Surefire suite","Mon Jun 16 16:52:25 GMT 2025","passed","Mon Jun 16 16:52:25 GMT 2025","tests.SortTest","Surefire test","tests.SortTest","checkSortHighToLow"
"","547","checkSortZtoA","Surefire suite","Mon Jun 16 16:52:27 GMT 2025","passed","Mon Jun 16 16:52:27 GMT 2025","tests.SortTest","Surefire test","tests.SortTest","checkSortZtoA"
"","435","login","Surefire suite","Mon Jun 16 16:52:31 GMT 2025","passed","Mon Jun 16 16:52:31 GMT 2025","tests.LoginTest","Surefire test","tests.LoginTest","login"
"","564","checkSortLowToHigh","Surefire suite","Mon Jun 16 16:52:26 GMT 2025","passed","Mon Jun 16 16:52:26 GMT 2025","tests.SortTest","Surefire test","tests.SortTest","checkSortLowToHigh"
"","535","checkWrongSort","Surefire suite","Mon Jun 16 16:52:28 GMT 2025","passed","Mon Jun 16 16:52:28 GMT 2025","tests.SortTest","Surefire test","tests.SortTest","checkWrongSort"
"","411","checkLoginWithEmptyPassword","Surefire suite","Mon Jun 16 16:52:32 GMT 2025","passed","Mon Jun 16 16:52:33 GMT 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithEmptyPassword"
"","522","checkWrongSortAToZ","Surefire suite","Mon Jun 16 16:52:29 GMT 2025","passed","Mon Jun 16 16:52:29 GMT 2025","tests.SortTest","Surefire test","tests.SortTest","checkWrongSortAToZ"
"","433","checkWithWrongPassword","Surefire suite","Mon Jun 16 16:52:33 GMT 2025","passed","Mon Jun 16 16:52:34 GMT 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkWithWrongPassword"
"Проверка добавления товара в корзину","958","checkCart1","Surefire suite","Mon Jun 16 16:52:34 GMT 2025","passed","Mon Jun 16 16:52:35 GMT 2025","tests.CartTest","Surefire test","tests.CartTest","checkCart1"
"","2837","checkSortAToZ","Surefire suite","Mon Jun 16 16:52:22 GMT 2025","passed","Mon Jun 16 16:52:24 GMT 2025","tests.SortTest","Surefire test","tests.SortTest","checkSortAToZ"
"","491","login","Surefire suite","Mon Jun 16 16:52:30 GMT 2025","passed","Mon Jun 16 16:52:30 GMT 2025","tests.LoginTest","Surefire test","tests.LoginTest","login"
