"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","711","checkSortZtoA","Surefire suite","Mon Jun 16 18:55:58 GMT 2025","passed","Mon Jun 16 18:55:58 GMT 2025","tests.SortTest","Surefire test","tests.SortTest","checkSortZtoA"
"","703","checkSortLowToHigh","Surefire suite","Mon Jun 16 18:55:56 GMT 2025","passed","Mon Jun 16 18:55:57 GMT 2025","tests.SortTest","Surefire test","tests.SortTest","checkSortLowToHigh"
"","704","checkSortHighToLow","Surefire suite","Mon Jun 16 18:55:55 GMT 2025","passed","Mon Jun 16 18:55:56 GMT 2025","tests.SortTest","Surefire test","tests.SortTest","checkSortHighToLow"
"","687","checkWrongSort","Surefire suite","Mon Jun 16 18:55:59 GMT 2025","passed","Mon Jun 16 18:55:59 GMT 2025","tests.SortTest","Surefire test","tests.SortTest","checkWrongSort"
"","670","checkWrongSortAToZ","Surefire suite","Mon Jun 16 18:56:00 GMT 2025","passed","Mon Jun 16 18:56:01 GMT 2025","tests.SortTest","Surefire test","tests.SortTest","checkWrongSortAToZ"
"","2282","checkSortAToZ","Surefire suite","Mon Jun 16 18:55:53 GMT 2025","passed","Mon Jun 16 18:55:55 GMT 2025","tests.SortTest","Surefire test","tests.SortTest","checkSortAToZ"
"","612","Удачный логин","Surefire suite","Mon Jun 16 18:56:03 GMT 2025","passed","Mon Jun 16 18:56:04 GMT 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkSuccessLogin"
"","563","login","Surefire suite","Mon Jun 16 18:56:02 GMT 2025","passed","Mon Jun 16 18:56:02 GMT 2025","tests.LoginTest","Surefire test","tests.LoginTest","login"
"","594","login","Surefire suite","Mon Jun 16 18:56:01 GMT 2025","passed","Mon Jun 16 18:56:02 GMT 2025","tests.LoginTest","Surefire test","tests.LoginTest","login"
"","581","checkLoginWithEmptyPassword","Surefire suite","Mon Jun 16 18:56:04 GMT 2025","passed","Mon Jun 16 18:56:05 GMT 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithEmptyPassword"
"Проверка добавления товара в корзину","964","checkCart1","Surefire suite","Mon Jun 16 18:56:06 GMT 2025","passed","Mon Jun 16 18:56:07 GMT 2025","tests.CartTest","Surefire test","tests.CartTest","checkCart1"
"","578","checkWithWrongPassword","Surefire suite","Mon Jun 16 18:56:05 GMT 2025","passed","Mon Jun 16 18:56:06 GMT 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkWithWrongPassword"
