"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка добавления товара в корзину","874","checkCart1","Surefire suite","Thu Mar 12 17:11:21 UTC 2026","passed","Thu Mar 12 17:11:22 UTC 2026","tests.CartTest","Surefire test","tests.CartTest","checkCart1"
"","653","checkSortLowToHigh","Surefire suite","Thu Mar 12 17:11:12 UTC 2026","passed","Thu Mar 12 17:11:13 UTC 2026","tests.SortTest","Surefire test","tests.SortTest","checkSortLowToHigh"
"","628","checkSortZtoA","Surefire suite","Thu Mar 12 17:11:13 UTC 2026","passed","Thu Mar 12 17:11:14 UTC 2026","tests.SortTest","Surefire test","tests.SortTest","checkSortZtoA"
"","1644","checkSortAToZ","Surefire suite","Thu Mar 12 17:11:09 UTC 2026","passed","Thu Mar 12 17:11:11 UTC 2026","tests.SortTest","Surefire test","tests.SortTest","checkSortAToZ"
"","637","checkSortHighToLow","Surefire suite","Thu Mar 12 17:11:11 UTC 2026","passed","Thu Mar 12 17:11:12 UTC 2026","tests.SortTest","Surefire test","tests.SortTest","checkSortHighToLow"
"","491","login","Surefire suite","Thu Mar 12 17:11:17 UTC 2026","passed","Thu Mar 12 17:11:17 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","login"
"","580","Удачный логин","Surefire suite","Thu Mar 12 17:11:18 UTC 2026","passed","Thu Mar 12 17:11:19 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkSuccessLogin"
"","493","login","Surefire suite","Thu Mar 12 17:11:17 UTC 2026","passed","Thu Mar 12 17:11:18 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","login"
"","605","checkWrongSort","Surefire suite","Thu Mar 12 17:11:15 UTC 2026","passed","Thu Mar 12 17:11:15 UTC 2026","tests.SortTest","Surefire test","tests.SortTest","checkWrongSort"
"","507","checkWithWrongPassword","Surefire suite","Thu Mar 12 17:11:20 UTC 2026","passed","Thu Mar 12 17:11:21 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkWithWrongPassword"
"","511","checkLoginWithEmptyPassword","Surefire suite","Thu Mar 12 17:11:19 UTC 2026","passed","Thu Mar 12 17:11:20 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithEmptyPassword"
"","615","checkWrongSortAToZ","Surefire suite","Thu Mar 12 17:11:16 UTC 2026","passed","Thu Mar 12 17:11:16 UTC 2026","tests.SortTest","Surefire test","tests.SortTest","checkWrongSortAToZ"
