"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","819","checkSortHighToLow","Surefire suite","Thu Mar 12 21:18:42 UTC 2026","passed","Thu Mar 12 21:18:43 UTC 2026","tests.SortTest","Surefire test","tests.SortTest","checkSortHighToLow"
"","984","checkSortAToZ","Surefire suite","Thu Mar 12 21:18:40 UTC 2026","passed","Thu Mar 12 21:18:41 UTC 2026","tests.SortTest","Surefire test","tests.SortTest","checkSortAToZ"
"","662","Удачный логин","Surefire suite","Thu Mar 12 21:18:50 UTC 2026","passed","Thu Mar 12 21:18:51 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkSuccessLogin"
"Проверка добавления товара в корзину","966","checkCart1","Surefire suite","Thu Mar 12 21:18:53 UTC 2026","passed","Thu Mar 12 21:18:54 UTC 2026","tests.CartTest","Surefire test","tests.CartTest","checkCart1"
"","1365","checkWrongSortAToZ","Surefire suite","Thu Mar 12 21:18:46 UTC 2026","passed","Thu Mar 12 21:18:48 UTC 2026","tests.SortTest","Surefire test","tests.SortTest","checkWrongSortAToZ"
"","622","checkLoginWithEmptyPassword","Surefire suite","Thu Mar 12 21:18:51 UTC 2026","passed","Thu Mar 12 21:18:52 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithEmptyPassword"
"","579","login","Surefire suite","Thu Mar 12 21:18:48 UTC 2026","passed","Thu Mar 12 21:18:49 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","login"
"","716","checkSortLowToHigh","Surefire suite","Thu Mar 12 21:18:43 UTC 2026","passed","Thu Mar 12 21:18:44 UTC 2026","tests.SortTest","Surefire test","tests.SortTest","checkSortLowToHigh"
"","731","checkSortZtoA","Surefire suite","Thu Mar 12 21:18:44 UTC 2026","passed","Thu Mar 12 21:18:45 UTC 2026","tests.SortTest","Surefire test","tests.SortTest","checkSortZtoA"
"","645","checkWithWrongPassword","Surefire suite","Thu Mar 12 21:18:52 UTC 2026","passed","Thu Mar 12 21:18:53 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkWithWrongPassword"
"","878","login","Surefire suite","Thu Mar 12 21:18:49 UTC 2026","passed","Thu Mar 12 21:18:50 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","login"
"","724","checkWrongSort","Surefire suite","Thu Mar 12 21:18:45 UTC 2026","passed","Thu Mar 12 21:18:46 UTC 2026","tests.SortTest","Surefire test","tests.SortTest","checkWrongSort"
