"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","426","login","Surefire suite","Mon Jun 16 18:04:39 GMT 2025","passed","Mon Jun 16 18:04:40 GMT 2025","tests.LoginTest","Surefire test","tests.LoginTest","login"
"","524","checkWrongSort","Surefire suite","Mon Jun 16 18:04:37 GMT 2025","passed","Mon Jun 16 18:04:38 GMT 2025","tests.SortTest","Surefire test","tests.SortTest","checkWrongSort"
"Проверка добавления товара в корзину","756","checkCart1","Surefire suite","Mon Jun 16 18:04:43 GMT 2025","passed","Mon Jun 16 18:04:44 GMT 2025","tests.CartTest","Surefire test","tests.CartTest","checkCart1"
"","432","checkLoginWithEmptyPassword","Surefire suite","Mon Jun 16 18:04:42 GMT 2025","passed","Mon Jun 16 18:04:42 GMT 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkLoginWithEmptyPassword"
"","551","checkSortZtoA","Surefire suite","Mon Jun 16 18:04:36 GMT 2025","passed","Mon Jun 16 18:04:37 GMT 2025","tests.SortTest","Surefire test","tests.SortTest","checkSortZtoA"
"","553","checkSortLowToHigh","Surefire suite","Mon Jun 16 18:04:35 GMT 2025","passed","Mon Jun 16 18:04:36 GMT 2025","tests.SortTest","Surefire test","tests.SortTest","checkSortLowToHigh"
"","533","checkSortHighToLow","Surefire suite","Mon Jun 16 18:04:34 GMT 2025","passed","Mon Jun 16 18:04:35 GMT 2025","tests.SortTest","Surefire test","tests.SortTest","checkSortHighToLow"
"","453","Удачный логин","Surefire suite","Mon Jun 16 18:04:41 GMT 2025","passed","Mon Jun 16 18:04:41 GMT 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkSuccessLogin"
"","419","login","Surefire suite","Mon Jun 16 18:04:40 GMT 2025","passed","Mon Jun 16 18:04:40 GMT 2025","tests.LoginTest","Surefire test","tests.LoginTest","login"
"","500","checkWrongSortAToZ","Surefire suite","Mon Jun 16 18:04:38 GMT 2025","passed","Mon Jun 16 18:04:39 GMT 2025","tests.SortTest","Surefire test","tests.SortTest","checkWrongSortAToZ"
"","1694","checkSortAToZ","Surefire suite","Mon Jun 16 18:04:32 GMT 2025","passed","Mon Jun 16 18:04:34 GMT 2025","tests.SortTest","Surefire test","tests.SortTest","checkSortAToZ"
"","422","checkWithWrongPassword","Surefire suite","Mon Jun 16 18:04:43 GMT 2025","passed","Mon Jun 16 18:04:43 GMT 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkWithWrongPassword"
